0 1 2
967544041570226176 0 62
967264818238541826 9 172
967211403915464704 1 50
967128904040316929 0 7
967111268065841153 0 33
967091770440941569 4100 22309
966814620903182336 0 3
966811118340657155 37421 0
966805017180233728 0 3
966775285147406336 2 41
966774754559643653 0 14
966770056272187393 0 40
966719661839732738 8 284
966719291386146816 6253 49225
966479595632504834 0 39
966479140508655616 4845 46596
966461255388225536 47785 0
966106502858756096 6616 53129
966070861781487616 0 4
966064459449098240 1 4
966052936039231489 0 0
965997959421808640 0 15
965775196635398144 13 571
965752896661966849 6171 56539
965709381571670018 0 7
965689679583563777 0 16
965641751686991872 7311 59519
965442986304827392 1 10
965403324357935105 0 192
965398912533221376 0 5
965398752558186498 5 175
965395498667597824 11048 68883
965321843438706689 0 4
965301350954356737 1 2
965002993048391683 1 9
965002549681098754 1 182
965002233636114432 6409 48948
964988578462801920 0 9
964986500172713985 0 7
964742250268852224 18 1114
964649237437968386 0 14
964553423084539909 2 363
964552619501989889 2375 13973
964259545299193856 0 9
964253936755634177 0 7
964250532918546437 98740 286965
964182384164966400 5480 42407
964181047998140416 0 8
963943338331295744 249 0
963941034286829568 3422 29075
963892241986195456 1 115
963881340813881345 0 16
963881266092396546 3 132
963880818514059267 5601 36180
963837243520638976 18 1429
963836875621457920 1 59
963823847878389760 0 158
963820180026675200 4085 24902
963597735415906304 0 5
963592540455948290 0 5
963587359701917697 2 577
963575254860926976 12 715
963571184410472453 7169 57016
963567321259397122 3 53
963567040522055680 0 5
963566549171916800 0 51
963565745048313856 0 4
963555599349960705 0 3
963513110253449217 68 531
963478717107462144 0 7
963472930867961856 1 7
963470809745510400 10831 0
963249685602414592 34 3883
963230352251736066 10235 84408
963215034204729344 5 404
963213828547850240 1 214
963213358290874368 7616 49533
963210939460964352 1 8
963159968047353858 0 11
963141462266470400 0 7
963134936411762693 0 34
963099438607749121 7504 48246
962843256370417664 10699 74847
962839495140954113 13 754
962741584717631489 179814 0
962490853737553920 5 314
962475509543301122 3557 38673
962449759406641153 0 10
962433603870363649 342 5669
962401906701275136 7363 53322
962400310915366912 0 30
962100070878507013 5 234
962065723920072704 22 911
962060302392074242 37 764
962029201455919104 3523 22462
961767382980136960 13591 69458
961761068321304576 39 420
961696245961101312 0 16
961647285145882626 4625 40964
961409843906129920 10118 57770
961291190585954304 2430 0
961123428098101251 1 34
961060209992007681 6354 51216
961001021655912448 3 205
960955316073574400 8324 59586
960674106675953664 1 44
960671620938518530 92 3548
960597600578818049 3 7
960597240766238726 0 46
960588674059685888 0 10
960565167774945280 47 1717
960561900684791812 8029 63691
960554733638438912 0 76
960550098324348931 0 175
960538341954465792 0 8
960530193529163776 0 18
960501907981783040 0 5
960331173435265025 37 1330
960211227665453058 0 64
960189877911506950 0 52
959899229471768579 3 100
959898162658979840 11106 64924
959839393702871040 349 3285
959640493113135105 6 281
959605846790541315 1 15
959540313458081792 92 4022
959536801861062657 15815 0
959501428439027715 38 1029
959482510349688833 120 4448
959481725486235649 2 486
959117190191632384 10987 77434
958869737425063938 11580 72126
958859053660278784 0 10
958786785257115650 14 326
958756320794079234 2 394
958750916945108993 4994 36010
958747293552963585 144 492
958740986934579201 0 4
958730640924475392 1 9
958523182205501440 8105 52805
958459664416624640 0 21
958457016544038912 17 969
958456761211604996 23 1154
958456414191710208 11927 57844
958160673749512192 75 1490
958142918363054080 3705 0
958129275772850176 5855 43880
958124847263076354 115 2498
958082603390824448 0 7
958067045303767040 1 114
958059690000310280 1 18
958057011039670272 0 2
958047744547049472 0 21
958039022491889664 0 3
958030069095649280 0 3
958023238126329856 796 5514
958015851113996289 0 5
957795024107864064 0 36
957347919622963200 2 608
957342389823332353 9829 62949
957319913277968384 0 5
957156675865206784 3 241
957106572211183616 0 141
957099379336376320 384 10606
956944254512910337 2476 21278
956736361511444480 64 868
956696977563111425 1 236
956692843803889669 26152 138306
956603517401206784 0 2
956342397528666112 0 79
956218446966067200 11353 66492
955972692724862976 7520 58550
955851129103044610 5 313
955850395934449669 5580 41115
955609552812113920 5371 45491
955493426438516737 9206 0
955326148107489281 0 5
955246478083096581 0 10
955245628845625344 13334 77206
955160784048402432 0 32
954888830162751488 3154 32521
954760574348546051 49057 0
954751000904126464 0 202
954750379287248896 947 11400
954561742398423045 0 30
954445839560257536 1 320
954399734789222400 2325 18000
954194879244062722 6 650
954173060441169926 18733 113571
953996511351836672 10 156
953806755208794112 1 33
953744406078742528 1 161
953674358349844481 11514 63036
953430343532589057 13946 79411
953343855537123329 0 6
953343093922820096 4 379
953342819325931520 810 9824
953330118226833412 0 5
953321574479859712 4921 40776
953293939079106560 58 2705
953292893707472896 118 2472
952968636943265792 3 44
952953678230630401 6188 48938
952738179509088256 0 6
952623630378323968 1 81
952621357073928193 0 3
952343855210299393 6657 55573
952232684494966784 10 261
952232610226475008 360 0
952229772670767117 11 556
952049785762123777 398 8068
952045843447730177 373 3621
952044473726488576 13026 89544
951934330955288576 4 457
951930238522490880 0 9
951884064621031427 2 123
951881776938536961 3349 18709
951635425629794304 0 126
951504337074819072 13640 79197
951259794052087808 6 613
951258515674365954 7646 54321
950898829204869120 9067 53386
950790119140855808 0 2
950783127265390593 5496 47501
950782010888478720 0 4
950775424505798657 0 1
950531090250387456 5 545
950528949809045504 18479 101825
950457294109765633 0 18
950423174101045249 383 3165
950422559312490496 0 55
950378066299277313 1 25
950168046907351051 0 8
950052566238466050 0 25
949840784542576640 0 6
949802350566354944 0 9
949776574966124544 8 346
949750920413437954 0 44
949742330030018567 0 3
949696766785605632 1 281
949696116974604288 9542 65924
949505614933385217 34 695
949503485753651200 1768 11957
949433580563914752 0 5
949422665818927104 0 17
949396382904913922 0 21
949395229760778246 1 185
949387717649059847 1 168
949378532001697792 0 1
949360759573745664 0 23
949357124416655366 2578 22591
949088102534057984 5291 46004
949078567362625537 1 11
949078264248758272 1 3
948972527669383170 122 1203
948971730382581760 4 254
948971273064976384 360 4578
948968996145070081 17667 85744
948739489274482689 1 161
948714136850006016 1 14
948687886043549703 0 3
948664578006712321 0 6
948653544730779649 33674 0
948652796101963780 669 6341
948612476941275137 0 1
948610321387851776 9490 71625
948605279444373505 0 5
948603741799960576 91 2902
948601297682477058 0 7
948600899148099587 0 2
948556168812777472 0 60
948555825622249472 309 0
948357622209622020 4851 39110
948266822176002050 0 3
948266384185876480 0 6
948250450243047429 0 2
948240582220107777 8306 52234
948055513496997888 0 10
948050306734215168 0 101
948031876064796672 1 37
948017611769548800 0 63
947999219612299265 4 114
947995927687630848 4929 38231
947962386031529990 0 7
947928991280828416 0 2
947928748250329088 0 2
947902331655540736 0 4
947895661000871937 0 11
947885566808481792 1 215
947885130424733696 7 390
947884244562477056 19 601
947883561050361856 2 330
947882686550630400 6541 44786
947679207550832641 231 7210
947635124933398531 28232 0
947566728409739264 0 11
947512662379974657 60 853
947509736437624833 33141 118095
947508372236095488 0 88
947508129851494400 0 3
947503957336838145 1 50
947281329896546304 85866 0
947139743829118977 0 10
947138363592716289 0 2
947138133711310850 0 16
946980989238116352 2629 0
946890502758117377 36 554
946843795487850496 149 4050
946839336695336961 2 369
946822118871724032 85866 168559
946811030394589184 5 89
946781450682228736 0 3
946779627053305857 726 0
946574637013577728 0 7
946546336731729925 1548 23475
946501744929931266 149 0
946470880045092866 218 0
946435315392237570 1 236
946433880898359300 3429 27352
946370373246996481 0 0
946369861789405184 0 1
946109325575114752 0 1
946084233042374662 0 40
946082278060503042 39 872
946068980296568833 3813 32876
945765917492838400 1403 11100
945517768601989126 760 0
945479762629349378 2883 15194
945474393618120705 5063 43574
945459196014813184 3516 29745
945444330315091968 6077 37311
945429065229635585 9539 57919
945424543400808448 1 56
945414452505206785 9443 55554
945398945597009920 6114 40356
945383824174780416 3293 27249
945376203313213440 0 17
945369048166084610 2218 21218
945353731595554816 3322 25587
945338377565560833 11245 64461
945332824927801347 35 639
945331126985482240 0 2
945329725131710470 70 1016
945323311436791808 8901 51404
945320455946293248 3 182
945308250211266560 3700 27956
945304385520795651 149 7298
945095346497126400 18779 90911
945052042468487168 0 2
945038883594670080 1 8
945033610977054720 51 0
944737425192050688 10124 0
944702157181341697 1 4
944342027499704320 0 7
944279878043684865 2505 16988
944232573382905856 0 4
944077246008053760 0 73
944019942495567872 41 1479
944019446657626118 23 1521
944017379335573504 4891 37758
943905566543446016 0 12
943869776333606912 28 0
943846526530531331 0 1
943845506521890821 0 61
943650866187431936 7846 55983
943643721463226374 0 6
943636759652417538 1 45
943626393379885061 0 1
943527192444665856 2158 21602
943515145082490881 0 6
943288871093178368 8650 62265
943259163085373441 5 210
943204599057575937 1 130
943199609521934336 0 27
943194971984793600 1 345
943194417493692416 218 3032
943180758440652800 0 4
943169130177400832 6161 46690
942936985911644160 795 0
942836401267183616 175 2684
942809295963516928 7597 0
942803415134031872 795 12000
942778404079915010 1 15
942575984196423685 2 181
942575209697202177 5595 49071
942185582658310145 0 31
942184584946515975 10035 74456
942099257921851392 0 31
941841077140561920 12 223
941828511991414785 69 0
941828416663199744 0 5
941729023691972608 8336 38346
941687166786244609 0 5
941675342565134336 0 6
941479134072594432 4189 30102
941401178419683330 31878 0
941370310833659905 138 0
941103190065471488 0 31
941102879124938754 79 2102
940993748879757313 9913 55946
940756151389573121 9471 0
940744503744442368 0 12
940744352434937857 1 13
940693923424559109 0 3
940692978556907521 0 11
940682801019543553 13 364
940681849118085121 1 14
940681389460123648 1 125
940681267372314625 0 9
940631028305100802 1 75
940630363180806144 9573 47450
940388554831814658 10935 64235
940380706114621440 3 87
940371828366815233 79 895
940371681977225216 0 4
940293599392157697 1 7
940282913844809728 509 0
940024196771454977 7014 52370
939976497829482496 1 44
939938812762959872 0 4
939901952737140739 3 31
939642244033892353 4643 34328
939550152414679040 0 11
939213653122928640 0 5
939187237513826304 0 6
939178855146934273 7999 48383
939159449276702720 0 3
939143892859047938 0 2
938950381719228426 0 1
938942782420504582 13908 0
938938686862962688 0 4
938938590092029952 0 4
938933199702544384 0 4
938926737030860800 107 1222
938919038616469504 0 32
938881670333247489 0 6
938863039205597186 0 33
938863013330857984 49 0
938844282471047168 4 527
938837142557614086 0 12
938822804652351488 0 71
938821698715115520 10831 72406
938817205529169920 1 3
938816984409624579 33478 0
938578508552470528 0 7
938574553533571072 7647 46084
938555911441874949 0 14
938468652369707008 0 8
938451641375657984 3452 19583
938210994136014848 3399 30350
938126576088158208 1 6
938083132825272322 7574 37259
938080996242677760 9 459
938065787222462464 0 8
937850904040165377 5647 38665
937819596643622912 0 3
937756906545926144 1 8
937756802707574784 3 38
937753998836359168 1 8
937753923628224512 1 4
937746385180426241 0 5
937730852766781442 0 3
937729502398083072 220 2725
937491595800334336 0 82
937491495699042304 20 462
937491083738697729 5807 39236
937484978513997825 0 1
937476446699835392 0 2
937428820356943872 0 4
937399986312110080 0 4
937371258458640389 2 117
937369419809947648 5 191
937369215660707841 677 0
937368794854576128 245 3834
937145487840436225 3 735
937139897491771392 47 3050
937095805034524672 2782 24342
937081811691298817 0 1
936998966016790528 0 9
936822903793893376 0 5
936705824445095936 36 738
936615281346179073 97463 0
936382994956374016 0 61
936330224723251200 0 3
936330035316785152 3 246
936321744884858881 4 486
936315008937492480 6076 32747
936311305044193281 30 0
936285157979455488 0 7
936274761289752578 668 9087
936273342809739265 0 5
936268021336825856 0 3
936097383078924288 136 1252
936090740823855104 0 34
936089529978703872 186 1462
936038939479150593 28 714
936037350135693312 8360 53537
936019358803025922 0 1
935979690023628800 1 169
935979186505871360 1 9
935978154400931840 1 17
935976694237794305 4 82
935967887319281665 0 3
935951685557645312 1 6
935934185780498432 0 13
935925286109097984 14890 0
935684774483636224 2725 0
935677413547237376 0 7
935675071833739264 10 152
935673016784125952 7246 47863
935603118536085508 0 27
935599085633064960 0 7
935582965156995077 40 780
935540010853523456 1 72
935512084456050688 0 3
935511965782462465 0 9
935357684378996736 0 20
935310526468509697 0 4
935308587622109184 0 3
935304991836864517 4 108
935301355870277634 161283 0
935284429202903040 0 3
935279805267931137 0 1
935267975392845824 0 4
935265425193164801 0 1
935257897092644865 0 175
935249036050927623 0 8
935248872259145730 0 10
935243833700487168 0 12
935243512458764288 1 6
935231990420443136 0 3
935231691525885957 1 11
935228148890906624 0 4
935194582408683520 0 21
935193192479297542 1 208
935192381690908673 10735 60692
935180964346650624 1 8
935177661466529792 1 8
935168534291808256 0 1
934992062050684928 0 5
934967150657392640 10 381
934946349233115136 3 222
934945121988202496 20582 70162
934910295671230464 0 75
934910142398844929 0 3
934869800681132032 11 400
934869464113442820 0 1
934865668993961985 1 4
934857660620566533 3363 0
934848704581947394 1 7
934784803722932224 1 1
934631387709231105 1 7
934604012409839617 0 5
934602195600920576 0 105
934585797621243904 0 3
934585585167151105 0 2
934576012322656256 0 24
934575800799711232 11 88
934489642602258437 0 4
934467192669769728 7865 47180
934440061143273473 0 10
934427403274936320 0 1
934427236802924544 0 4
934292695262072832 0 0
934254482493509633 0 1
934228734579806208 4 20
934228454211571712 1 37
934223871452073985 11800 0
934208582337417219 1 1
934161736428638208 0 10
934132762516353025 0 2
934104361420062722 4402 32647
934102420593967105 0 15
934064807774425089 0 46
934064463099125761 0 2
934064301236736000 0 34
934063750608556032 0 10
934063285892276225 0 5
933923153885257729 276 1976
933836313454891009 0 27
933818468339736576 0 2
933782858468134913 0 2
933782799051579397 106 2356
933780055364440065 0 44
933770917586591744 0 13
933745414796447744 0 45
933740517472587776 74842 166899
933726778245476352 1 14
933672385303187456 0 0
933499111793483777 4269 30188
933484518102757376 1 35
933456811218399232 0 6
933408484309262336 0 1
933407208288768001 0 3
933406034064003073 148 0
933381319828082693 1 21
933349220588892160 5 260
933211893556228096 1 133
933141322956988416 4951 36839
933075659949330432 92 1887
933030779604619271 76 0
933019239581147136 39299 120442
933013870599385094 0 5
933007885826740224 0 0
932988267959607299 1 57
932987580769071104 0 3
932776017739091968 5865 37552
932732903183867910 0 3
932730139636649986 9 175
932691855216701441 0 12
932687258808930306 0 5
932687117691641856 0 3
932687068131622912 0 4
932685638910070784 0 4
932685192258519040 0 4
932649727044345857 125 0
932647133978726401 236 2360
932646765253230592 458 3111
932618631212650498 0 8
932416024724488193 6025 40361
932390033960636416 0 4
932352280350875649 0 8
932350214937153536 407 4745
932316928806400000 0 12
932316883981885441 1 5
932302510848724992 347 0
932023496938610688 1 4
932018401215746048 0 5
931958433372409857 2872 25111
931945626190958594 0 8
931943309437820928 0 93
931921689688072193 0 4
931919380635619329 42 0
931703092495646720 61023 0
931680222851760128 1 18
931669936354873344 0 4
931659664416108544 0 4
931649956611526656 1 22
931613221429153792 0 5
931605956919791616 0 9
931601517139910656 0 142
931594110498156545 0 5
931587553689526278 6 104
931575408549605376 1 30
931573713023176704 2680 18489
931534190100865024 0 3
931350002802348032 0 6
931348065046417408 0 9
931326827431432192 0 6
931326753808830470 11 493
931325917338787842 8281 54366
931320104956067840 0 45
931320004997533697 0 1
931265551393021954 0 1
931244514672603136 1 11
931234651636686848 0 3
931227911990009858 1 7
931225805358804992 53 0
931201929430163461 0 6
931039386849959936 1 128
930968461093888000 0 26
930963204884303872 15378 71439
930938013743550464 170 0
930911472514928640 0 138
930831855691227136 2487 58955
930825097987977218 1 10
930622279209373696 11242 0
930616572716158978 2073 20302
930515007896477698 7831 0
930485699610062850 18940 77804
930240158183641089 5247 34540
930237073897947136 0 6
930230438853046272 0 4
930228967881224192 0 5
930228868144926721 0 3
930228667090898945 0 2
930219987582832640 0 3
930218179158335488 1 18
930216474786099200 84 1049
930200780400971776 0 3
930195266204037122 0 63
930189430509498368 0 67
930189361148317698 0 2
930170170437447681 0 9
930154117003141121 0 2
930150358084710400 0 10
930148729503526912 2331 0
930121667715747841 5578 31116
930118006335827968 0 12
930113669161193473 35 0
930091932142964736 0 3
929889708754243585 0 5
929887642459738112 15205 0
929878482770890753 4 132
929877819500396544 4900 35050
929839557796880385 0 23
929766017164873733 5 367
929733309684318210 1 4
929485548850417671 1 9
929471830364172290 129 0
929471042497720320 1 33
929469472687214594 4074 33912
929452956042358785 0 9
929452844977188864 0 3
929418420596113410 0 10
929417807313416193 0 8
929417088384622594 0 6
929416905156415489 1 4
929416502104788992 63 0
929416381753430016 1 79
929415855078813697 300 2546
929412172446425088 0 3
929404745936236544 0 3
929146455008432128 7 544
929032377908776960 40 0
928983421472460800 4 50
928982302822150149 0 51
928842106491285512 8 796
928793347086577665 7850 33574
928779331538751490 0 10
928763901528936448 0 6
928681544696434688 15 251
928655892249305089 14 331
928436979410309121 0 25
928429860388851717 61936 217120
928415040700669957 3 199
928343137575161857 0 17
928342970746667008 16 82
928277410881171458 1 126
928272859826479104 3 227
928272345415995392 43211 123801
928070866260373506 1 74
928069304389652480 4858 31158
928034602832334849 0 12
928032489691631616 5432 0
928020394736607232 98 3494
928018870023151616 1 11
927996252779892737 0 1
927945631544631296 41 435
927726052222406661 0 2
927704713486888961 5965 42971
927668470443061248 0 9
927664299065204736 0 83
927654846777450498 0 5
927650662233595907 0 11
927636679648862208 1 42
927634647663697920 0 3
927624413125730304 0 2
927620532635406336 2 5
927619747436482561 0 2
927619595955032064 0 12
927619529299111936 0 3
927612496185364480 0 73
927611820889853953 67 0
927611796239867904 0 2
927609119627993088 96 1537
927580732846985216 5896 38098
927573917270765569 0 12
927560435036979200 61 0
927534842979540992 0 2
927534427248431106 0 4
927344010561228802 59 306
