0 1 2
927342862165004288 7997 47885
927316965701701632 1 8
927264201575411713 1 317
927209375693004801 1 106
927186032017231872 3 315
926962867659780096 1 4
926962678219800576 3404 27252
926934940125720577 0 10
926934828871798784 76 0
926902164966006785 0 13
926901151039152129 7 249
926624413092630528 6471 37004
926585180378320896 0 4
926567932909498370 72 0
926453018433933312 0 49
926424648316784640 44434 0
926250689503821824 14024 84180
926138606779031559 4 114
926137010540163072 0 4
926133764543143937 0 4
926125061630844928 0 6
926114246043332614 151 0
926112993238233088 401 5453
926094913879658496 0 34
926059332973813765 0 2
925915094030135298 3 126
925914717666906113 10328 58754
925851892751765505 0 16
925851574345371648 0 4
925697674317139968 0 4
925678012019892224 0 8
925559521279221760 0 59
925558259112484864 2077 12299
925555767591157760 1561 14192
925542947864461312 3285 23909
925531691438841856 916 0
925529128027033600 16 439
925528590342545408 1 139
925527922550620161 3704 22755
925523947101155328 8118 0
925512753179009024 7957 39200
925500090214621184 48 1419
925498875212808193 14028 52079
925483423581421569 0 9
925482910936743936 6229 31081
925468906130612224 2441 16929
925457653085626369 0 5
925457608055463936 0 3
925457575604240384 0 3
925457461783359488 901 0
925452385769594880 3763 25354
925437303006228480 6241 29109
925422152643252224 6738 32265
925407108304068608 5049 27453
925406240108249088 0 6
925400145637785600 0 4
925391981131448320 3956 18472
925384379043495936 243 7581
925307490782154752 9 241
925163762666971137 5177 29245
925110194534694912 0 9
925049916346449920 5171 27571
925036932253417472 1 4
924802299817537536 0 92
924801697532252160 7136 50566
924782424176947200 382 0
924377427371012096 939 0
924333969847529472 3 155
924304816008060929 3026 22470
924296793202020357 0 5
924296476922122240 0 3
924048180546859008 1 5
924037931823718403 0 3
924008448567791616 0 2
924004727809077249 0 11
924004620837507079 300 0
924004565887995904 0 51
923990674407612416 52 1673
923990513744859136 0 15
923963382683889664 25045 0
923957933200887809 53 0
923944548937748481 14 924
923943451883982848 2903 15087
923927351267921928 0 3
923900635745005569 0 15
923737837706588161 0 3
923727562383220737 0 12
923701114880475136 3425 30394
923673780718854144 1 3
923666217277313024 0 5
923664726370013184 0 5
923624158944219136 1 2
923583996944142336 37 0
923582215962980352 533 7474
923339298757279744 0 11
923338689715032064 11359 56701
923249134882246657 1 80
923218360917200903 1 189
923218182554480644 9747 48377
923213674063564800 0 20
923209569098223616 0 38
923199605189332997 0 7
922975385586892801 4352 26878
922947058897743872 0 8
922885743588102144 1 35
922873886219423745 1 6
922866388938747907 321 0
922859076010246144 9106 49499
922613747272871937 7946 49592
922578044275052544 0 7
922525427096260608 10435 0
922248630161104897 15 437
922243518785081344 6740 41314
922233534718316544 0 4
922216265548222465 0 20
922191899057971205 78 0
922167484660224000 1 14
921869936980647936 1 70
921868805143453696 69 1664
921865409187414016 2627 21412
921862994170179585 0 6
921853500610547712 0 2
921778213298364416 0 4
921749287188488192 264 0
921553017580785665 1 16
921528225989308418 0 259
921527931872169984 13937 59302
921514600025219073 3 121
921512466776981507 0 2
921502208558026753 0 3
921502119739449344 221 0
921408906076749826 347 4573
921387235676745738 270 2350
921381844028985344 1 15
921380183084617730 0 9
921379272845086720 563 0
921169689379614721 3 105
921168067048230912 0 3
921164155155107843 4591 30885
921127961570537474 0 12
921120769752686598 0 5
921087453917741056 29 0
921081739463839744 0 3
921071941166956545 0 9
921067960814460934 0 10
921066953598472192 0 7
921066595199389696 0 37
921066153153302529 1 17
921065697584799744 1 25
921065584279851008 0 30
921064888876838912 334 2860
921061991858540544 0 9
921060664285818882 0 6
921050954715320321 1 20
921047929363881984 6979 37336
920804840615297025 82 2392
920800456384790528 26 866
920799929982783491 6302 35804
920764531432882176 0 54
920688910673612802 0 10
920688735121018880 0 11
920665078239768576 1 45
920664640304148481 0 70
920444216559403013 8656 44257
920401377217695744 0 6
920400839931498496 0 20
920355980675821576 0 6
920346125546213378 0 11
920337719364120576 33 0
920308055442632709 1 69
919971499699851265 4939 32585
919723715222540288 10084 60159
919255723606933509 53833 196636
919218614489833473 3 22
919218055007350788 163 1561
918629386731081729 0 15
918620586544435201 3217 27889
918545987559460864 86812 0
918187591454818305 1 25
918158328857026562 1 8
918153883318398976 4907 29129
918120952612999174 0 15
918119385243504640 0 9
917870515360096257 1 24
917858451073699847 0 7
917842654259503104 13 571
917780427594747904 8693 39464
917739746708910080 0 8
917739511123206144 0 27
917528126481141762 484 0
917489902987763712 0 16
917430667448934401 6 311
917429577672200192 13 293
917426251798892544 0 7
917421817291247616 0 15
917421603826302977 9471 40164
917385849288970241 24 0
917179128058728448 0 14
917172603026071553 6113 44456
917147015196405765 0 15
917134211185889281 3 133
917131073137586177 2 109
917128860487028737 3 106
917101226948472837 0 13
917083774529175553 0 63
917082461691097088 18364 0
917056542549139456 0 42
916814363700408320 2369 20922
916808370706944001 0 8
916711372607586304 0 9
916711281486454784 0 88
916711011620663296 0 40
916696482539073536 0 4
916692711658393606 0 15
916512418582482944 0 36
916454558641123329 5998 33703
916402501368336384 1 9
916365560098803714 139 0
916329841032663040 0 4
916328675964063744 15 745
916327531858493440 2564 14860
916305784526516225 0 2
916299364825489409 31401 0
916033000642621440 0 58
916030075543408640 45 0
916029999043551232 1 170
916003807938654208 1 5
915983231383670784 3 194
915978375193399298 8662 49025
915769649844940801 0 31
915762238874701825 2 178
915739537103613952 0 7
915739503352008704 0 9
915737168177516544 187 0
915709554192785409 0 10
915706941778878464 1880 16567
915705926849646592 16760 53060
915671823517388802 0 5
915666904597041154 0 14
915666678435991552 1 7
915651046055268352 0 11
915645405156855808 0 4
915638378040905730 1 17
915622623102537728 1 6
915615635866046464 0 28
915614494117761025 5157 32580
915549759313768448 0 27
915387977269903360 0 11
915380711913328641 16467 60994
915376785168138240 0 8
915326576975384581 1 44
915323007064735744 0 9
915315999188144131 4 128
915293007393501184 1 9
915290313941557248 1415 0
915285712882274304 0 20
915281222913445889 0 16
915279744135987200 3 203
915279554230542337 46 1419
915276387564638210 0 8
915272625437462528 0 33
915266499195101194 2665 0
915266280843878400 0 3
915261062185984000 130 0
915260531057086466 1 47
915258078500704257 1150 0
915254461936934914 229 0
915253067444047872 134 0
915251611903111168 273 2543
915248167955894273 0 12
915247305887973376 97 0
915225788483604481 54 0
915224568251535361 3754 29294
915216789805596676 817 0
915214890033393665 0 3
915027951082704897 124 0
915026614399971328 0 11
915019727260520449 284 4048
915011828652093441 3659 26305
914883359830142976 5071 29132
914858592221777920 0 7
914649396226248704 0 9
914649153870974978 15 786
914646576584380416 1 15
914641681345138688 254 0
914614341269360646 26584 104466
914596990192902146 5 15
914589386188230658 0 6
914531586107994112 1 5
914531407522869255 448 0
914517503178608640 0 19
914326228190072832 200241 0
914265685873893376 3230 20741
914164043073691648 0 9
913941014125170690 3 76
913932103720595456 0 5
913931394333765633 12290 0
913928359851298816 1 131
913928020381044741 1 237
913910931729666049 0 4
913877237711204352 0 12
913853784782188544 0 9
913835739019976706 0 5
913832824393912320 0 3
913821225234911232 169 1503
913795669407694853 3358 26028
913568731024039937 9612 0
913562927415820288 3 89
913560683593289729 0 8
913558818621153280 2 213
913557449633824768 0 10
913554818140135424 15108 53643
913547675705933824 0 5
913469273238106112 0 26
913436080363499520 4232 29639
913251455603236865 0 8
913217174243876864 0 61
913217095806193665 135 0
913192352172343297 1 27
913192269582397445 4215 29350
913190917770792961 0 11
913183006705233922 0 3
913080311604531200 5791 30968
913016274522923008 0 39
912852589368274944 250548 0
912841020395675648 4 130
912796173957726208 5432 43660
912773101099868163 1 73
912710395210629120 6021 37448
912705661141692417 0 16
912703954131259392 0 19
912696641647529986 0 18
912695424267509760 95 1933
912660452873818117 4325 0
912484993355698177 8142 40705
912480596445859840 0 18
912437042801467392 0 16
912365452264923137 1 10
912359992786931712 703 13956
912358817312198658 178990 0
912342567651565569 7918 49385
912324627535421442 0 11
912321096548012033 255 0
912296333591097344 0 3
912296209519452162 0 8
912264279063134208 4 165
912163971918127104 1 29
912128564551733248 1119 0
912115536229752832 9273 0
912106874996232193 0 7
912103285204701184 0 67
912103168309432320 2 245
912102028402417664 4731 29034
911721098953281536 6339 0
911695339014561792 149 3251
911694821986832385 3658 27684
911691977061781504 0 50
911619491154530304 0 46
911619416198180865 0 7
911381901247700993 3 143
911381420475641857 10569 44895
911347738582962176 0 6
911341303790743552 0 10
911341205782441984 36 857
911299793003122689 6973 36221
911294076015824896 0 85
911279020536451072 0 8
911276981005766656 0 17
911273788121247744 0 5
911265815810453504 441 0
911263457558843392 564 3932
911261763580067845 0 4
911254390337613824 171 1881
911221793695895552 0 7
911219699333165056 0 11
911208441888288768 0 2
911202740075982850 56 0
911017263033143298 7925 34673
910920993136349184 1 8
910912023248154632 13 293
910905063526354946 0 44
910903558761009152 2 259
910896719478616064 2 72
910885838946488320 2451 6033
910881614313422850 0 78
910880389241196544 15791 44090
910706684313653248 1 16
910654401488015360 8002 46616
910583872366268416 7 856
910580043381923840 19961 73326
910547704534720513 39381 0
910492740487716864 1 7
910330424995573766 7467 0
910327456736907264 43 2225
910296280009756673 5422 34806
910234159100162053 270 0
910218432280440833 1 8
910207591183208448 0 6
910177731656273921 2 169
910177273894117376 4297 28917
910160414801088512 0 14
910148079147520002 3 44
909994812371283970 0 4
909994411387432960 6890 0
909827554822979584 0 5
909812157876928514 6956 33934
909800402324946944 11349 0
909574964633853952 4312 29508
909560283185733632 11 318
909488641126404096 1 183
909478804065841152 7977 47304
909230169654747136 36 840
909189786279301120 0 12
909189567487660032 160621 0
909187424374464512 0 11
909156893029027841 0 14
909089864515190784 5282 36592
909079031177412608 27 469
909078788759343104 2 24
908869201892438016 0 13
908868752728629248 0 5
908847183860060161 19017 0
908823987769298944 2367 0
908737417452163072 0 11
908737284303880192 8 324
908736755880382464 5152 33414
908732274836897794 0 33
908732009245298689 0 6
908533135570296832 0 8
908490335847960577 0 46
908490017282170880 2 94
908489624619769861 7246 38379
908409440315027456 0 11
908401151862824962 1 4
908397095849218048 2 17
908393843606933504 0 11
908383811230199808 0 5
908361194012123138 0 9
908359705004736512 11242 57235
908359030233583618 1 4
908353730675986435 0 8
908352439711145985 0 11
908350001037836289 1 4
908349937062117376 48 0
908330509272584193 290 5613
908330279630241792 58 0
908183720825323520 1 9
908180291709173760 0 10
908123991306641408 2 100
908123247547502592 4461 23547
908111842148483073 0 4
908105365631508480 1 40
908101464798658560 462 5891
908096723964350465 0 21
908036999638069248 14 532
908035877074595840 23 498
908035301209239552 6684 33084
908026135782490113 5 103
908025291603312640 7 146
908024866862968835 2 105
908024399693053952 2 118
908023285585195014 2 158
908021579933724674 2 134
908020979775000576 4 131
908014869819117569 2092 18618
908007235447640065 0 27
908004929113128961 0 13
908001297353379841 1 28
907997935417397249 6948 32804
907974581721468928 1 67
907936487114788864 0 44
907736833618059264 11842 48455
907655899686240256 7 156
907645458499207168 1 15
907641969098330113 67 1980
907638734266552320 0 124
907637187411419136 2 111
907635931636752384 2864 21415
907630637745676288 1648 0
907621917271740423 56817 0
907619822061674496 7315 45328
907588709213724673 1 50
907392039918211073 4068 25153
907362346108112896 0 13
907359228096106496 0 5
907345414743056385 1 10
907330269606285313 0 7
907272188641902594 35999 119614
907254192733122563 2 156
907240912149008384 14599 0
907035273988624385 1 119
907034309718147072 13357 47928
907022796022304768 2 12
907019787213172738 0 47
906954403273375746 1 52
906951815878647809 1 10
906951465142538241 1170 4078
906666744349159425 876 12712
906666326785236992 15 610
906665950480609287 8862 39629
906635527436283904 0 9
906564982590132225 0 8
906562052914741248 10 349
906534171652362240 0 20
906314328680402944 13908 57591
906237048159338496 1701 0
906234753086623744 1 11
906217059977191424 67534 0
905951850658136064 7125 37107
905928729901363200 1 15
905916686758551553 0 14
905887660912369665 1 19
905862749842006017 1 11
905824321540673536 7386 44263
905583953133920257 7134 38332
905566438848696320 0 11
905566068751654912 0 18
905550448186281988 0 6
905522918360309760 2 19
905517974391574528 53 0
905517933677424645 0 6
905471428790816770 0 6
905471297588572160 0 182
905469246188216320 5 460
905468331175661570 2385 21893
905257417457500161 0 6
905252446221590528 32021 0
905222050297643008 4307 25609
905196393643552768 1 115
905180338791514113 0 19
905179682009690114 2 14
905175402502660096 1289 14469
905171788224753664 0 9
905160055707848704 0 4
905151931957616640 0 10
905135534355476480 0 9
905116300346871809 0 10
905115315511713792 203 3658
905099513043587072 1 376
905098956430086144 5537 31085
905082258054418432 14 558
905079759352291330 4 330
905079268476145665 17396 67699
905055559233228800 0 3
904870239850168320 4 57
904858013206552576 7364 38351
904808832555155457 0 40
904808572915257344 49 0
904740498342113280 4704 29548
904721972256538625 16369 0
904719195958632452 1 18
904717812341645312 16 750
904500494210666501 29 0
904495094014861312 9471 47840
904487813449691136 0 15
904444694159089664 0 9
904416378555379713 0 11
904414511800754178 124939 0
904363433650515968 3459 0
904363290456985604 1 16
904362936260587520 3 61
904361990591827968 115436 0
904361634218565633 931 11686
904357418456547328 7 137
904166166024916994 158 0
904128876116410369 7676 38661
904052430681366528 0 3
904025466134302721 2 21
904025303324004358 0 9
903771809534926850 2745 21088
903736168549937153 2 23
903650479208632321 526 9100
903648669295095808 3420 25812
903621317353721859 0 4
903598103034507266 0 9
903415385592131588 0 35
903415138384060416 1 83
903414616709005313 4715 25748
903411864050307072 39 509
903321797197783041 187 1193
903296869908008960 2 52
903288181222772736 11800 60139
903282344831967232 0 2
903280195645386752 0 3
903257593459732481 17 325
903098789484953604 14998 0
903047250515025922 3811 25409
903043202265083904 0 6
903034942686457856 1 8
902968488096038912 0 4
902927662754258945 1 41
902923889638072321 12290 45821
902896958204936195 1 7
902882760087437312 0 4
902882343278530560 0 8
902738096944545793 0 36
902671467468525568 86049 0
902648463149731846 0 6
902646107259404291 0 3
902564016756744193 1 81
902561653547552769 4244 39500
902322102602227712 4385 26668
902282087981391874 804 0
902236863959900163 1043 9593
902203975499382785 3952 27496
901962141464485888 5995 32350
901958743272849409 0 54
901954983687585793 5001 9174
901893438697852928 0 11
901592498421858308 8821 50104
901564581256065028 2 178
901564209359704068 18568 0
901537069268422657 0 156
901532938847883264 0 240
901532733121409024 1 180
901532575340036097 8 747
901531931787001858 410 6699
901527884283752448 19341 0
901525654344261632 2 228
901505596159119364 24258 0
901504792937328641 1 347
901492513537753088 8 511
901485856069963776 2 223
901484571857911808 31684 0
901483702814945280 0 366
901483538494738432 2 297
901474531449110529 3145 15595
901469532564455424 0 9
901444132794765313 187 2386
901266923954085888 6 65
901234726886932482 4690 25409
901204832568127488 14 344
901204319462187008 7605 35541
901192017581133826 0 29
901160601183035392 2 104
901096853307097089 717 6890
900906438121402368 53195 0
900881534437265408 4836 31841
900855441261043712 246 0
900828226129240064 0 10
900827144833703936 0 8
900819998087819264 267 0
900742018732871681 3005 20498
900736977770881024 0 44
900552191995514880 0 6
900551912776503296 1 161
900502499592990721 4202 29326
900488836161179648 3 27
900429189278511105 325 5340
900410492044312577 0 17
900397767780163585 417 0
900391075784916992 4011 24876
900377202327302145 0 12
900374366629789697 41 625
900374283406409730 182 1879
900174655406968833 15 243
900169739221291011 0 13
900161981637939200 1 15
900151557852942336 1 112
900149487678750720 3317 20547
900140929604096000 1 32
900081675211874305 7522 0
900070456102932480 4595 23834
900042559812251648 10 328
900025498180493312 3481 22412
900005854551953413 2 61
900005581431480322 12 559
899798273745199104 0 7
899783474726535170 4814 28044
899440689326563328 13983 0
899415161668325376 4774 26591
899315938650185728 4 42
899315136543981569 1 15
899310804146806785 1 74
899067481104367616 0 15
899062131706015744 509 7542
899059978819952641 2565 21249
899028344733171712 1021 9061
899013117614665729 2962 21062
898979208713482240 0 43
898967913260093442 1938 12815
898952712611606528 2190 14441
898937619198947328 1622 12287
898926001685581824 5 275
898922523231911936 2658 18081
898913226632593408 213 0
898711526520926208 1 59
898710365671899137 6 387
898699825255858176 5374 33486
898688644717965312 9 403
898684094678040576 6617 37844
898567417705746434 0 17
898566534918025216 0 51
898387888416665601 0 66
898353322683453440 116582 0
898276256633962496 2 32
898214600516263939 14584 60239
898049017866833920 11 306
897993880959766528 11 395
897976284361502722 5260 27817
897962839901712385 45 922
897960277127213057 7 129
897930897059528704 5 182
897929480739672066 18 370
897928137266298880 34 398
897923016645988352 7783 31639
897839917988028416 0 6
897635503712894978 0 17
897614203577651201 516 6075
897609503931236352 10789 42487
897606962795380739 1 34
897508755465805824 1 88
897499990821543936 0 80
897499699908706304 4155 27108
897281272971710466 208245 0
897268792337678337 15 325
897257141056282624 4541 29476
897178423101095940 94 0
897128456445710341 0 21
897122635754221569 3041 8643
897119581487149057 0 29
897115659989135361 0 6
897112551137398787 0 4
897105131803693057 0 3
897099358465921026 2 47
897084612870123520 184 4398
896898155823865856 1 181
896897398139756544 7724 36665
896751918885810177 10 149
896742913706778625 0 71
896554068755308545 1 7
896529041842458625 0 133
896525367187517440 16376 56896
896469273228570624 7604 16467
896449694410444800 18350 0
896417508122660864 1 143
896181836220649473 49 726
896159331342721024 4497 27155
896142760931020801 40 824
896125964375150592 2 148
896042255991140352 9964 42871
896039889598394371 0 6
896036681576591362 0 12
896024678728380418 29 644
896024266222821379 0 11
896022675432321025 736 0
895844150683336705 6146 32707
895842222670831616 0 43
895841805807255552 1 169
895841783942393860 244 0
895835548706906116 15 258
895774918570389506 8 456
895773482436481024 27 602
895769415773507585 10 487
895762391769767937 0 45
895759377755451393 19904 54836
895720902607998978 0 112
895720819762114560 0 95
895716976819154944 2 65
895677935977365504 3677 24711
895647248473837569 1 7
895647046056771584 10 369
895646607760379904 3873 16839
895645291008991232 1 61
895471007280103424 33 562
895470236610285568 543 0
895404607559671810 101 1934
895348652134338564 2 93
895313167588368385 7251 32949
895304099310313473 1 31
895303038059106305 3165 0
895074748639711232 5708 36360
895009802736291840 78 0
894951041288024066 4680 29132
894799074611822592 0 21
894734305452314626 8 291
894733780094599168 2 183
894732808815493122 5714 23902
894712997771448320 7597 40675
894589023578206208 3286 20364
894583028780945409 2 10
894582960812285953 0 43
894563451493855232 0 2
894560184479207428 0 16
894394005127036928 0 32
894385303288512512 1473 0
894368691688792064 0 37
894353042363092996 5225 28282
894347203929677825 0 5
894346988858331136 1 6
894345991746400256 0 8
894344878704005120 246 2392
894337071032258560 1 8
894329809282760708 0 45
894309714477056000 1 89
894245210984779776 0 87
894231278249181185 9983 46226
893988506866987008 2762 18893
893978287474606086 4 170
893923633097318402 96 1359
893905238616309761 0 6
893886410683547648 1 258
893872859088551936 1996 10307
893867407919525888 14 875
893861847446769664 36 1141
893791910980182016 6 347
893675293512273920 0 4
893632224536473602 0 10
893626376766590976 13 97
893599055594496000 16372 54943
893549835571273728 6 198
893500556618215424 2 140
893500007000588288 4985 24166
893469605464854528 1 12
893293865091964930 0 6
893273525506629634 0 84
893273337610121216 4678 29776
893215567548743682 2 57
893200803930017793 2 46
893178220186677248 0 19
893175429393256448 2 55
893008049748791297 0 23
893004523148652546 31 0
892913457451978752 4 128
892913306285076480 26 0
892911961805139970 2 233
892904045077303296 125 2321
892899207362826240 1 30
892898970980286465 50 1158
892897799712493568 238 0
892897384333705218 71 642
892896519799676928 1088 11037
892890668636540929 6034 37915
892865337636605953 2 166
892830167210635264 4 203
892785219744518144 1 83
892583270222876672 81 916
892574032717131776 11825 0
892565951547310084 0 25
892551633334349828 6196 29615
892526806766694400 325 1536
892520882710745089 76 0
892498753898389504 0 3
892473392569495553 2 117
892424456345460739 4 130
892421031180337152 4 264
892420971436666880 2 224
892420643555336193 8577 38769
892413143485468673 0 5
892210271648919552 1 12
892201448221663233 1 54
892192621686386688 0 16
892177421306343426 6304 33205
892173180311408641 0 3
892139164761804800 0 4
892112281680695296 0 19
892103503837110272 0 9
892092659199860736 1 67
892086432323575809 0 11
892086354787663873 0 6
892080827307372544 0 13
892069486282641408 0 45
892068051935518720 0 13
892061301861752832 0 8
892054436419338240 46 791
892054197100793860 17 262
892053924877926400 1 6
892053064613548032 1 7
892052942253170689 57 702
892051875822014465 0 10
892051704241430528 0 14
892047686265958400 163 2105
892036815888240640 45 930
892032193635250178 8 263
892030487430139904 10 269
892028649507094529 9 278
892027056980197377 11 272
891901118778888192 62274 0
891844224383111168 1 3
891815181378084864 4187 25009
891802479746318337 0 13
891795864276140034 1 42
891792269279363073 1383 13914
891774166671785984 0 9
891761607042375685 9 69
891738529813934080 50070 0
891716584342999040 1 10
891689557279858688 8701 42146
891688729877901312 2 64
891668183857475584 1 7
891660592615960576 0 4
891501274486759424 43 1350
891471532991672320 34931 0
891432765937373184 33 558
891424652232466437 552 3868
891390120087236608 0 29
891376060734066689 196 0
891356824791810048 163 1345
891327558926688256 9465 40297
891139024060112896 0 24
891128553764421633 0 15
891120454525755392 1 31
891102156400594944 15 251
891087950875897856 3135 20203
891056745736531968 0 14
891053843563380738 468992 0
891032641612521472 0 24
890971913173991426 2087 11843
890760619967864833 1 55
890758546081685504 1 14
890752381520150534 0 8
890751669260214273 0 8
890729181411237888 19017 65464
890609185150312448 4290 27762
890557381826007045 0 14
890415895541055492 1 21
890411856518672384 28679 0
890240255349198849 7463 31919
890064288337059840 22 627
890062896826388480 36 454
890006608113172480 7379 30625
889998803671142400 1 73
889935737055059968 0 8
889883988244017152 14 309
889880896479866881 4999 27771
889690185608441863 63298 0
889665388333682689 10124 48082
889638837579907072 4571 27151
889531135344209921 2251 15079
889514035997290496 9 89
889512881850646528 0 12
889460883323314176 172 2573
889278841981685760 5468 25296
889274656531906562 1327 0
889224377455312897 21 524
889218244925681664 1589 10812
888917238123831296 4523 29065
888826191246962688 56 3067
888804989199671297 4371 25576
888554962724278272 3603 19888
888401755150725121 556 0
888092155293691904 3257 0
888079912048963585 0 64
888078434458587136 3515 21745
888071056854052865 3 147
887813716372336641 1 497
887717401529376769 5 200
887705289381826560 5425 30164
887697455684489216 1 193
887697351758020608 11 419
887696817571467264 582 0
887517139158093824 11738 46205
887473957103951883 18350 69073
887459428466929666 3 100
887394862844301312 2 119
887343217045368832 10470 33668
887164709560090624 0 93
887125052646465536 20 436
887112637674393600 0 124
887109463576104960 7 269
887106120900382721 4 151
887101799680937984 5 322
887101392804085760 5994 30514
887031978926723072 1043 9552
887023155994406912 144978 0
886983737581416448 13 428
886983233522544640 7820 35126
886760339286757376 0 39
886752859584417792 2 41
886740849425620992 0 126
886740757352247297 1323 14024
886736880519319552 3315 12059
886697079988510722 207 0
886680336477933568 4495 22416
886671569895948289 1 26
886366144734445568 3214 21186
886358942405742592 3 40
886300544708468736 72885 0
886289870343217153 41 0
886284293072240645 1 82
886279917117128704 50 1774
886279675244273664 1 47
886278612437024769 1 21
886277951318249472 207 2607
886267009285017600 4 116
886265800276885504 0 24
886264561375916032 14 339
886258384151887873 6327 27968
886239826495684608 787 9145
886089916358074368 3 8
886054160059072513 104 0
886053434075471873 213 3315
886008008840327168 0 24
885985703082967041 1 129
885984800019947520 6850 32690
885974610675552256 1 37
885973027078287360 206113 0
885710018384998400 6044 27374
885652167738216448 112 1705
885647001689481216 16 128
885613336204857346 223 3327
885557037995786240 0 37
885556494900527104 0 10
885528943205470208 6477 35986
885518971528720385 3777 20418
885513087847202816 9 399
885512426325782528 18 457
885508762408300545 3 181
885506608511549443 1 48
885348503723155456 8957 44402
885347458032783360 1 82
885346556597207041 0 90
885311592912609280 18690 0
885245987983417344 0 29
885223292474466304 0 15
885208065057976321 1 46
885207863219691524 8 22
885205289330327552 22 240
885204628454952960 50 0
885168413307482114 5 253
885167619883638784 4408 21930
885110428594057216 58153 0
884982501172752384 57883 0
884977817657765888 1 97
884953448868970497 0 6
884933578311839745 0 12
884929290751574016 9 599
884925521741709313 18568 77475
884902797988200449 1121 7777
884876753390489601 5823 27921
884571973510189058 1 66
884562892145688576 4899 24288
884561185236037632 2 64
884560307439501313 1242 0
884542190281773056 159 0
884442286741999616 2 142
884441805382717440 5688 26973
884248654202249216 15 800
884247878851493888 20575 72993
884180698915123201 1 143
884170482035064832 18 196
884162670584377345 3007 20366
884150512983187460 0 15
883864724328284161 178 0
883852487396032512 4675 0
883839164898267136 55 548
883838122936631299 3471 21889
883830284613017600 0 13
883804095773110272 0 169
883801529379151872 0 118
883780462350610432 0 10
883762289639292930 0 67
883762009086537728 18 809
883760513754296322 1982 21281
883494432531677184 2996 0
883487347702149120 0 38
883485397359243264 1 30
883482846933004288 10028 45940
883456454535122945 122 0
883361197424353280 14 755
883360690899218434 3709 22549
883355217051430912 0 53
883160697647104001 1151 0
883145502166065154 0 11
883144554811191296 16 630
883125627557117958 123 0
883117836046086144 6717 37205
883116898698874880 2 200
883092507961241605 1 47
883013706560544768 123 1449
882992580224589824 0 60
882992080364220416 3948 23936
882985446065790976 207 2965
882777690432000004 8 352
882776878578380802 393 4897
882776066988937216 4391 23637
882775995291320320 1791 11118
882762694511734784 4960 28294
882737548107419650 8794 0
882737350576656385 1 31
882680293412532225 13 167
882640562003857408 0 43
882627706478895105 0 28
882627270321602560 6145 27886
882625280078221312 4 96
882414001564594177 0 18
882376729699942401 1 42
882368121822203904 13 121
882365216570343424 2 75
882364889930625028 204646 0
882364704605306880 2 40
882317269845585926 2 38
882314806157598720 13 131
882282265719570432 0 11
882268110199369728 11692 44957
882054473786503168 9688 0
882048802777157632 2945 18170
882045870035918850 5026 29333
882035829333520384 1 17
881934379806797824 53 0
881913219828330497 5 181
881906580714921986 3421 24273
881710159499857920 0 31
881678163771875328 0 85
881666595344535552 10759 50532
881634856819675137 1 63
881633300179243008 7 128
881581949042733056 0 166
881564250933743616 10 355
881536004380872706 16109 49444
881350037938352128 11852 0
881273624589742080 1 108
881270012501209088 0 13
881268745016102918 3 264
881268444196462592 5195 23058
881238088869187584 1 26
881234648893984768 0 6
881234060772872192 66 0
881229649623363584 456 4527
880935762899988482 2798 16998
880929888101969949 184 3131
880929822037471232 23 105
880872448815771648 3850 21301
880866191870439425 110 951
880639547134156801 0 41
880638795644895233 2 62
880635268520439809 47 549
880465832366813184 6338 28514
880448805430333442 142 0
880398125948653568 6 68
880390422585069568 0 20
880224289735180288 3 339
880221127280381952 4271 27069
880193515719843840 3 105
880170492958834688 0 23
880167297385725953 0 10
880147449792393216 3 66
880146257276264448 115 0
880095782870896641 4393 27612
879890225497034753 2 33
879880616485019648 7469 0
879862740696915968 4 225
879862464715927552 3523 22290
879724297589338112 323 0
879674319642796034 10 313
879517808136269824 4 304
879517753866170368 724 0
879517704461438976 1 22
879516036860706816 4 129
879513523063328768 323 2305
879492040517615616 3208 23404
879481681039773697 1 155
879468419933982721 68 0
879432406280876034 0 25
879430146054389760 0 28
879426496934408193 2 59
879415818425184262 44557 105865
879413204115484672 0 8
879413153758621696 0 19
879376492567855104 3146 16772
879369084844089346 2 249
879367521702424576 7 355
879366646619668487 0 17
879192632710369280 306 0
879192340786753537 184 1188
879183711954227200 213780 0
879130579576475649 6906 0
879105252800200707 1 31
879103896861462529 35 739
879103254050811905 3317 0
879083534056665088 0 10
879061222964027392 0 91
879052120909074432 50 1752
879050749262655488 4757 22592
879009201661587456 0 94
879008229531029506 2719 18962
878991975663403008 0 7
878979473852567552 0 29
878818661624164352 38 0
878777164891648000 2 230
878776093423087618 4169 19385
878747555538116608 440 4490
878604707211726852 7307 30282
878433024085557248 8 267
878429934854733824 7403 24670
878404777348136964 1308 0
878391441105580032 2 93
878391244375961600 1079 0
878387622384730113 39 0
878385864908263424 5 316
878356024226455554 4 392
878354996797898752 21 369
878347325839626240 4 45
878330024096448512 0 4
878316110768087041 6709 0
878281511006478336 1308 7754
878084071540346880 13 0
878082474042998784 99765 0
878057613040115712 6906 42045
877993728060919808 0 11
877973123034992640 0 2
877969648217604097 0 35
877969582077562880 0 8
877968405067739136 43 1035
877923292073603073 5 204
877744239559323648 21 1554
877739850757275648 6030 14453
877738897664389120 13 1205
877736472329191424 19341 79878
877721226503966720 2 40
877628626728083457 8 434
